date,type,status,model,oblast,lat,lon
2022-03-28,Transport,Destroyed,Ural-4320,"Trostianets, Okhtyrka raion",,
2022-03-28,Transport,Destroyed,Ural Avtozaks,"Hostomel airport, Hostomel",50.59318,30.21833
2022-03-28,Transport,Destroyed,Ural-4320,"Hostomel airport, Hostomel",50.59189,30.20944
2022-03-28,Transport,Destroyed,Ural-4320,"Nizhyn raion, Chernihiv oblast",,
2022-03-28,Transport,Captured,Ural-4320,"Hostomel airport, Hostomel",50.59207,30.20942
2022-03-28,Transport,Destroyed,Ural-4320 fuel tanker,"Trostianets, Okhtyrka raion",50.48067,34.96518
2022-03-28,Transport,Destroyed,Ural-4320 fuel tanker,"Trostianets, Okhtyrka raion",50.48057,34.96516
2022-03-28,Transport,Captured,Ural-4320 fuel tanker,"Trostianets, Okhtyrka raion",50.48661,34.96647
2022-03-28,Transport,Destroyed,2F510A transport vehicle (for 2S12 'Sani' mortar),"Trostianets, Okhtyrka raion",50.4871,34.94377
2022-03-28,Transport,Destroyed,2F510A transport vehicle (for 2S12 'Sani' mortar),"Trostianets, Okhtyrka raion",50.4874,34.94402
2022-03-28,Transport,Destroyed,Ural-4320 DKZ,"Hostomel airport, Hostomel",50.58986,30.20955
2022-03-28,"Ambulances, medical vehicles",Captured,AS-4350 medical vehicle,"Mala Rohan, Kharkiv raion",49.93620555350782,36.48064615199404
2022-03-28,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.59153,30.21302
2022-03-28,Transport,Destroyed,KamAZ 6x6 fuel tanker,"Hostomel airport, Hostomel",50.59202,30.20934
2022-03-28,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.59203,30.20939
2022-03-28,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.58994,30.21005
2022-03-28,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.58973,30.21011
2022-03-28,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.5911,30.21115
2022-03-28,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.59108,30.21109
2022-03-28,Transport,Destroyed,KamAZ 6x6 with MM-501 armoured module,"Hostomel airport, Hostomel",50.59098,30.21076
2022-03-28,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.59094,30.21064
2022-03-28,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.58984,30.20963
2022-03-28,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.58978,30.20963
2022-03-28,Transport,Destroyed,KamAZ 6x6 fuel tanker,"Trostianets, Okhtyrka raion",50.48088,34.96541
2022-03-28,Transport,Destroyed,KamAZ 6x6 fuel tanker,"Mala Rohan, Kharkiv raion",49.936033,36.481519
2022-03-28,"Command posts, communication",Destroyed,R-142NSA command and signals vehicle,"Hostomel airport, Hostomel",50.5918,30.21146
2022-03-28,Transport,Destroyed,Ural-4320,"Hostomel, Bucha raion",50.58978,30.21794
2022-03-28,Transport,Destroyed,Ural-4320,"Hostomel, Bucha raion",50.58977,30.218
2022-03-28,Transport,Destroyed,Ural-4320,"Hostomel, Bucha raion",50.589771,30.218046
2022-03-28,Transport,Destroyed,Ural-4320 water tanker,"Hostomel airport, Hostomel",50.59219,30.21213
2022-03-28,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.5896,30.20982
2022-03-28,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.58964,30.21007
2022-03-28,Tanks,Destroyed,T-64BV,"Mariupol, Mariupol raion",47.09819866509731,37.63349314982316
2022-03-28,Infantry fighting vehicles,Destroyed,BTR-D,"Hostomel airport, Hostomel",50.59125,30.21124
2022-03-28,Infantry fighting vehicles,Destroyed,BTR-D,"Kamianka, Beryslav raion",47.53638,33.155
2022-03-28,Infantry fighting vehicles,Destroyed,BTR-82A(M),"Hostomel, Bucha raion",50.58805,30.21526
2022-03-28,Infantry fighting vehicles,Destroyed,BRM-1(K) reconnaissance vehicle,"Ahrobaza, Mariupol raion",47.09293092640892,37.46081129868875
2022-03-28,Infantry fighting vehicles,Destroyed,BTR-80,"Hostomel airport, Hostomel",50.595233,30.208053
2022-03-28,Infantry fighting vehicles,Destroyed,BTR-82A(M),"Mariupol, Mariupol raion",47.101934,37.640486
2022-03-28,Infantry fighting vehicles,Destroyed,BTR-80,"Mariupol, Mariupol raion",47.03848,37.47813
2022-03-28,Transport,Destroyed,Ural-4320,"Shevchenkove (Velyka Dymerka hromada), Brovary raion",,
2022-03-28,Infantry fighting vehicles,Destroyed,MT-LB(V),"Lisove, Vyshhorod raion",51.045078,29.675965
2022-03-28,Tanks,Destroyed,T-72B3 Obr. 2016,"Sukha Kamianka, Izium raion",49.087583,37.322028
2022-03-28,Infantry fighting vehicles,Captured,BRM-1(K) reconnaissance vehicle,"Liudzha, Okhtyrka raion",50.534016,35.07663
2022-03-29,Tanks,Captured,T-64BV,Luhansk oblast,,
2022-03-29,Tanks,Destroyed,T-72B3,"Mala Rohan, Kharkiv raion",49.933439,36.488962
2022-03-29,Tanks,Destroyed,T-72B3,"Biskvitne, Kharkiv raion",49.94525,36.503972
2022-03-29,Tanks,Captured,T-72B3 Obr. 2016,"Trostianets, Okhtyrka raion",50.47731,34.92447
2022-03-29,Tanks,Captured,T-72B3 Obr. 2016,"Trostianets, Okhtyrka raion",,
2022-03-29,Infantry fighting vehicles,Captured,BMP-2(K),"Trostianets, Okhtyrka raion",,
2022-03-29,Tanks,Destroyed,T-80U,"Kamiane (Verkhnia Syrovatka hromada), Sumy raion",50.76458,34.968873
2022-03-29,Tanks,Destroyed,T-80U,"Stanova, Okhtyrka raion",50.48992,34.89292
2022-03-29,Infantry fighting vehicles,Destroyed,MT-LBVM(K),"Rohan, Kharkiv raion",49.91944,36.46825
2022-03-29,"Command posts, communication",Captured,1V13(M) artillery command vehicle (for 1V12(M) 'Mashina-S'/'Faltset' fire control system),"Tuchne, Okhtyrka raion",50.49543,34.834
2022-03-29,Infantry fighting vehicles,Destroyed,BMP-2(K),"Boromlia, Okhtyrka raion",50.620256,34.968209
2022-03-29,Infantry fighting vehicles,Destroyed,BMD-2,"Moshchun, Bucha raion",50.60857,30.30665
2022-03-29,Infantry fighting vehicles,Destroyed,BMD-2,"Kozarovychi, Vyshhorod raion",50.74717,30.32773
2022-03-29,Infantry fighting vehicles,Destroyed,BMD-2,"Moshchun, Bucha raion",50.62666,30.28256
2022-03-29,Infantry fighting vehicles,Captured,BMD-2,"Zabuchchia, Bucha raion",50.49848250659602,30.188426181994696
2022-03-29,Infantry fighting vehicles,Captured,BTR-MDM 'Rakushka',"Zabuchchia, Bucha raion",50.49872,30.18842
2022-03-29,Infantry fighting vehicles,Destroyed,BMD-2,"Mykolaiv, Mykolaiv raion",46.911893,32.101863
2022-03-29,Infantry fighting vehicles,Captured,BMD-2,"Dmytrivka (Dmytrivka hromada), Bucha raion",50.46507,30.18243
2022-03-29,Infantry fighting vehicles,Destroyed,BMD-4M,"Irpin, Bucha raion",50.49173,30.2581
2022-03-29,Infantry fighting vehicles,Destroyed,BTR-82A(M),"Mariupol, Mariupol raion",47.09819,37.550984
2022-03-29,Infantry fighting vehicles,Destroyed,BTR-82A(M),"Volodymyrivka, Volnovakha raion",47.759062,37.408876
2022-03-29,Infantry fighting vehicles,Destroyed,BTR-70,"Mariupol, Mariupol raion",47.10382522850156,37.65097101761735
2022-03-29,Infantry mobility vehicles,Captured,ASN-233115 'Tigr-M SpN',Chernihiv oblast,,
2022-03-29,Infantry mobility vehicles,Captured,ASN-233115 'Tigr-M SpN',Chernihiv oblast,,
2022-03-29,Transport,Destroyed,2F510A transport vehicle (for 2S12 'Sani' mortar),"Novoselivka (Preobrazhenka hromada), Polohy raion",,
2022-03-29,Self-propelled artillery,Captured,152mm 2S19 'Msta-S',Sumy oblast,,
2022-03-29,Helicopters,Destroyed,Ka-52 'Alligator' attack helicopter,"Buda-Babynetska, Bucha raion",50.626545,30.046369
2022-03-29,Transport,Captured,KamAZ 6x6,"Trostianets, Okhtyrka raion",50.472095,34.960447
2022-03-29,Transport,Destroyed,KamAZ 6x6 fuel tanker,"Novoselivka (Preobrazhenka hromada), Polohy raion",,
2022-03-29,Infantry fighting vehicles,Destroyed,BMD-2,"Mykolaiv, Mykolaiv raion",46.912349,32.101848
2022-03-29,Infantry fighting vehicles,Destroyed,BTR-70,"Mariupol, Mariupol raion",47.10162,37.65046
2022-03-29,Infantry fighting vehicles,Destroyed,BMP-2(K),"Krasnopillia, Sumy raion",,
2022-03-30,Tanks,Destroyed,T-72B,"Mriia, Bucha raion",50.442559,30.146429
2022-03-30,Tanks,Destroyed,T-72B,"Mriia, Bucha raion",50.44409,30.14532
2022-03-30,Tanks,Destroyed,T-72B Obr. 1989,"Dmytrivka (Dmytrivka hromada), Bucha raion",50.464,30.18235
2022-03-30,Tanks,Destroyed,T-72B3,"Novoandriivka, Polohy raion",47.53285,35.74803
2022-03-30,Tanks,Destroyed,T-72B3 Obr. 2016,"Mariupol, Mariupol raion",47.10119939264391,37.546875283045296
2022-03-30,Tanks,Destroyed,T-72B3 Obr. 2016,"Dmytrivka (Dmytrivka hromada), Bucha raion",50.46374,30.18228
2022-03-30,Tanks,Destroyed,T-72*,"Nizhyn raion, Chernihiv oblast",,
2022-03-30,Tanks,Damaged,T-72*,"Stepne (Vuhledar hromada), Volnovakha raion",47.789144,37.554241
2022-03-30,Infantry fighting vehicles,Destroyed,MT-LB(V) with hydraulic dozer blade,,,
2022-03-30,Infantry fighting vehicles,Destroyed,MT-LBVM(K),Kherson oblast,,
2022-03-30,Infantry fighting vehicles,Captured,MT-LBVM(K),"Kharkiv, Kharkiv raion",49.929133,36.448711
2022-03-30,Transport,Destroyed,GAZ-3344-20 'Aleut' articulated tracked carrier,"Rudnia-Sydorivska, Vyshhorod raion",50.965203,29.578776
2022-03-30,Infantry fighting vehicles,Destroyed,BMP-2(K),"Dmytrivka (Dmytrivka hromada), Bucha raion",50.46437,30.18227
2022-03-30,Infantry fighting vehicles,Destroyed,BMP-2(K),East Ukraine,,
2022-03-30,Infantry fighting vehicles,Destroyed,BMP-2(K),"Kopyliv, Bucha raion",50.41881410305166,29.859710214044
2022-03-30,Infantry fighting vehicles,Captured,BMP-2D,"Mala Shestirnia, Beryslav raion",47.55643,33.56099
2022-03-30,Infantry fighting vehicles,Destroyed,BMD-2,"Irpin, Bucha raion",50.51837,30.20017
2022-03-30,Infantry fighting vehicles,Destroyed,BTR-82A(M),"Velyka Novosilka, Volnovakha raion",47.817462,36.90363
2022-03-30,Infantry fighting vehicles,Captured,BTR-82A(M),"Biskvitne, Kharkiv raion",49.945623,36.504212
2022-03-30,Infantry fighting vehicles,Captured,BTR-82A(M),Zaporizhzhia oblast,,
2022-03-30,Infantry fighting vehicles,Destroyed,BTR-80,"Hostomel, Bucha raion",50.581104,30.262889
2022-03-30,"Command posts, communication",Captured,R-166-0.5 'Artek' radio station based on BTR-80,"Trostianets, Okhtyrka raion",,
2022-03-30,Self-propelled artillery,Destroyed,152mm 2S3(M) 'Akatsiya',"Berestianka, Bucha raion",50.68578,29.99581
2022-03-30,Self-propelled artillery,Destroyed,152mm 2S19 'Msta-S',"Bervytsia, Brovary raion",50.652543141971854,31.18517574495557
2022-03-30,Helicopters,Destroyed,Mi-28N attack helicopter,"Verkhnia Rohanka, Kharkiv raion",50.03615,36.521159
2022-03-30,Other,Destroyed,ZSZh-66 aircraft refueling vehicle,"Luhansk airport, Luhansk",48.422094,39.375475
2022-03-30,Transport,Destroyed,Ural-4320 fuel tanker,"Irpin, Bucha raion",50.512563,30.216021
2022-03-30,Transport,Destroyed,MAZ-500 fuel tanker,"Luhansk airport, Luhansk",48.421987,39.37543
2022-03-30,Anti-tank systems,Destroyed,9P148 combat vehicle (for 9K111-1 'Konkurs'),"Hrezlia, Korosten raion",51.340803,29.273343
2022-03-30,Infantry fighting vehicles,Destroyed,BMD-2,"Hostomel airport, Hostomel",50.594001,30.215843
2022-03-30,Self-propelled artillery,Destroyed,120mm 2S9 'Nona-S',Kyiv oblast,,
2022-03-30,Transport,Destroyed,2F510A transport vehicle (for 2S12 'Sani' mortar),"Hostomel, Bucha raion",50.592897,30.220671
2022-03-30,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.59286,30.21259
2022-03-30,Infantry fighting vehicles,Destroyed,BTR-D,"Hostomel, Bucha raion",50.5626246435141,30.26967920468948
2022-03-30,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.58998,30.20942
2022-03-30,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.58992,30.20954
2022-03-30,Infantry fighting vehicles,Destroyed,BMD-4M,"Irpin, Bucha raion",50.492525880984765,30.24790378377135
2022-03-30,Tanks,Destroyed,T-72B3,"Motyzhyn, Bucha raion",50.385082,29.925735
2022-03-30,"Command posts, communication",Destroyed,1V14(M) artillery command vehicle (for 1V12(M) 'Mashina-S'/'Faltset' fire control system),"Moshchun, Bucha raion",,
2022-03-30,Infantry fighting vehicles,Destroyed,BTR-80,Mykolaiv oblast,,
2022-03-30,Infantry fighting vehicles,Destroyed,BMP-2(K),"Panteleimonivka, Horlivka raion",48.217995,37.970983
2022-03-30,Tanks,Destroyed,T-72B,"Velyka Dymerka, Brovary raion",50.59761,30.88528
2022-03-30,Infantry fighting vehicles,Destroyed,BTR-MDM 'Rakushka',Kyiv oblast,,
2022-03-30,"Command posts, communication",Captured,BMP-1KSh command and staff vehicle,"Peremoha (Baryshivka hromada), Brovary raion",50.49813,31.25415
2022-03-30,Transport,Destroyed,KamAZ 6x6,"Motyzhyn, Bucha raion",50.38881,29.98298
2022-03-30,Other,Destroyed,TDA-3 mobile smoke generator,"Novoandriivka, Polohy raion",47.53256,35.74722
2022-03-30,Transport,Destroyed,KamAZ 6x6,"Novoandriivka, Polohy raion",47.53226,35.74715
2022-03-30,Transport,Destroyed,KamAZ 6x6,"Novoandriivka, Polohy raion",47.5325,35.74738
2022-03-30,Infantry fighting vehicles,Destroyed,BMP-2(K),"Kniazivka, Beryslav raion",47.524395,33.538846
2022-03-30,Infantry fighting vehicles,Destroyed,BMP-2(K),"Makariv, Bucha raion",,
2022-03-31,Tanks,Destroyed,T-64BV,"Rubizhne, Siverskodonetsk raion",49.01122,38.39844
2022-03-31,Tanks,Destroyed,T-72B,"Bervytsia, Brovary raion",50.64333,31.14972
2022-03-31,Tanks,Destroyed,T-72B,"Nova Basan, Nizhyn raion",50.5697515,31.5146126
2022-03-31,Tanks,Destroyed,T-72B,"Sukha Kamianka, Izium raion",49.088358,37.318721
2022-03-31,Tanks,Destroyed,T-72B,"Dmytrivka (Dmytrivka hromada), Bucha raion",50.46439,30.18241
2022-03-31,Tanks,Destroyed,T-72B,"Dmytrivka (Dmytrivka hromada), Bucha raion",50.45417819703755,30.17628012330092
2022-03-31,Tanks,Captured,T-72B,"Bobryk, Brovary raion",50.64307,31.14858
2022-03-31,Tanks,Destroyed,T-72B Obr. 1989,"Dmytrivka (Dmytrivka hromada), Bucha raion",50.46427,30.18218
2022-03-31,Tanks,Captured,T-72B Obr. 1989,"Dmytrivka (Dmytrivka hromada), Bucha raion",50.45512,30.17904
2022-03-31,Tanks,Captured,T-72B Obr. 1989,"Mala Rohan, Kharkiv raion",,
2022-03-31,Tanks,Captured,T-72B3,"Peremoha (Baryshivka hromada), Brovary raion",50.49767,31.30723
2022-03-31,Tanks,Destroyed,T-72B3,"Kamianka, Izium raion",,
2022-03-31,Tanks,Captured,T-72B3,"Lukianivka, Brovary raion",50.53313,31.3848
2022-03-31,Tanks,Captured,T-72B Obr. 1989,Chernihiv oblast,,
2022-03-31,Tanks,Captured,T-72B3 Obr. 2016,"Kamiane (Lebedyn hromada), Sumy raion",50.454053,34.301652
2022-03-31,Tanks,Captured,T-72B3 Obr. 2016,"Tokari (Bezdryk hromada), Sumy raion",50.903416,34.898986
2022-03-31,Infantry fighting vehicles,Destroyed,MT-LB(V),"Mala Rohan, Kharkiv raion",49.935699,36.481795
2022-03-31,"Ambulances, medical vehicles",Captured,MT-LB(V) ambulance,"Sloboda (Ivanivka hromada), Chernihiv raion",51.330766,31.369565
2022-03-31,Infantry fighting vehicles,Captured,MT-LB(V),"Kharkiv raion, Kharkiv oblast",,
2022-03-31,Infantry fighting vehicles,Captured,MT-LB(V),"Bervytsia, Brovary raion",50.65316,31.18508
2022-03-31,Infantry fighting vehicles,Destroyed,MT-LBM 6MB,"Novoselivka (Preobrazhenka hromada), Polohy raion",47.61813,36.02537
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-1(P),"Siverskodonetsk raion, Luhansk oblast",,
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-1(P),"Siverskodonetsk raion, Luhansk oblast",,
2022-03-31,Engineering,Destroyed,UR-77 'Meteorit' mine-clearing vehicle,"Siverskodonetsk raion, Luhansk oblast",,
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Zhmiivka, Vyshhorod raion",51.01187425128353,29.51823223012089
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Lukashivka, Chernihiv raion",51.38292342044466,31.38961900027545
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),,,
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Dmytrivka (Dmytrivka hromada), Bucha raion",50.46356,30.1821
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Dmytrivka (Dmytrivka hromada), Bucha raion",50.46414,30.18234
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Dmytrivka (Dmytrivka hromada), Bucha raion",50.46424,30.18233
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Makariv, Bucha raion",50.47638,29.81486
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-3,"Teterivske, Vyshhorod raion",,
2022-03-31,Infantry fighting vehicles,Destroyed,BMD-2,"Hostomel, Bucha raion",50.61346,30.24543
2022-03-31,Infantry fighting vehicles,Destroyed,BMD-2,"Irpin, Bucha raion",50.51203,30.21657
2022-03-31,Infantry fighting vehicles,Captured,BMD-2,"Kochubeivka, Beryslav raion",47.504917,33.209583
2022-03-31,Infantry fighting vehicles,Destroyed,BMD-4M,"Hostomel airport, Hostomel",50.59277,30.21111
2022-03-31,Infantry fighting vehicles,Destroyed,BTR-MDM 'Rakushka',"Hostomel airport, Hostomel",50.59275,30.21091
2022-03-31,Infantry fighting vehicles,Destroyed,BMD-4M,"Hostomel airport, Hostomel",50.5926,30.21099
2022-03-31,Infantry fighting vehicles,Destroyed,BTR-82AT,"Nova Basan, Nizhyn raion",50.56218,31.50319
2022-03-31,Infantry fighting vehicles,Destroyed,BTR-82A(M),"Svitylnia, Brovary raion",50.55283,31.16167
2022-03-31,Infantry fighting vehicles,Captured,BTR-82A(M),"Nova Basan, Nizhyn raion",50.56763,31.51132
2022-03-31,Infantry fighting vehicles,Captured,BTR-82A(M),"Novyi Bykiv, Nizhyn raion",50.597459,31.670626
2022-03-31,Infantry mobility vehicles,Destroyed,KamAZ-63968 'Typhoon-K',"Novyi Bykiv, Nizhyn raion",50.59488,31.67053
2022-03-31,Infantry mobility vehicles,Destroyed,ASN-233115 'Tigr-M SpN',"Blystavytsia, Bucha raion",50.59432,30.17419
2022-03-31,Engineering,Captured,BTS-4(A) armoured recovery vehicle,"Mokrets, Brovary raion",50.68515,31.15362
2022-03-31,Engineering,Destroyed,BREM-Ch (BREM-4) armoured recovery vehicle,"Kolonshchyna, Bucha raion",50.42383,29.92576
2022-03-31,Engineering,Destroyed,BREM-Ch (BREM-4) armoured recovery vehicle,"Sloboda (Ivanivka hromada), Chernihiv raion",51.334529,31.375112
2022-03-31,Engineering,Destroyed,EOV-3521 (Ural-4320) excavator,"Blystavytsia, Bucha raion",50.59426,30.17414
2022-03-31,Towed artillery,Destroyed,152mm 2A65 'Msta-B' howitzer,"Bervytsia, Brovary raion",50.64331,31.14981
2022-03-31,Self-propelled artillery,Destroyed,152mm 2S19 'Msta-S',"Vovkiv, Okhtyrka raion",50.55789990126853,34.96806341478887
2022-03-31,Self-propelled artillery,Destroyed,152mm 2S19 'Msta-S',"Mykhailivka, Brovary raion",50.61823,31.07708
2022-03-31,Rocket and missile artillery,Captured,122mm 2B17M BM-21-1 (for 9K51M 'Tornado-G'),"Berezivka, Bucha raion",50.42501,30.01706
2022-03-31,Rocket and missile artillery,Captured,122mm 2B17M BM-21-1 (for 9K51M 'Tornado-G'),"Berezivka, Bucha raion",50.42473,30.01736
2022-03-31,Anti-aircraft systems,Captured,2A6 ZSU-23-4 'Shilka',"Myla, Bucha raion",50.432279,30.173035
2022-03-31,Anti-aircraft systems,Captured,2A6 ZSU-23-4 'Shilka',"Buzova, Bucha raion",50.42999,30.0217
2022-03-31,"Radars, jammers",Captured,9S80(-1) PPRU-1(M) 'Ovod-M-SV'/'Sborka' tactical air defence reconnaissance and command center,"Bervytsia, Brovary raion",50.64767,31.16441
2022-03-31,Helicopters,Destroyed,Mi-28N attack helicopter,"Holubivske, Alchevsk raion",48.67065,38.65935
2022-03-31,Engineering,Captured,MTO-AT maintenance vehicle,"Berezivka, Bucha raion",50.424844,30.017621
2022-03-31,Transport,Destroyed,Ural-4320,"Berezivka, Bucha raion",50.42512,30.01615
2022-03-31,Transport,Destroyed,Ural-4320,Chernihiv oblast,,
2022-03-31,Transport,Destroyed,KamAZ 6x6,"Mykolaiv, Mykolaiv raion",46.910806,32.099636
2022-03-31,Transport,Destroyed,Ural-4320 fuel tanker,Kyiv oblast,,
2022-03-31,Transport,Captured,Ural-4320 fuel tanker,"Rudnytske, Brovary raion",,
2022-03-31,Transport,Destroyed,Ural-4320,"Katiuzhanka, Vyshhorod raion",50.81026,30.13697
2022-03-31,Transport,Destroyed,KamAZ 6x6,"Makariv, Bucha raion",50.46743,29.81495
2022-03-31,Transport,Destroyed,KamAZ 6x6,"Blystavytsia, Bucha raion",50.59437,30.17435
2022-03-31,Transport,Destroyed,KamAZ 6x6,"Blystavytsia, Bucha raion",50.59437,30.1743
2022-03-31,Engineering,Destroyed,MTP-A2 recovery vehicle,"Blystavytsia, Bucha raion",50.59432,30.17424
2022-03-31,Transport,Captured,Ural-4320,"Berezivka, Bucha raion",50.42894,30.0179
2022-03-31,Infantry fighting vehicles,Destroyed,BTR-82A(M),"Mala Rohan, Kharkiv raion",49.936012,36.480938
2022-03-31,Transport,Destroyed,KamAZ 6x6 water tanker,"Fenevychi, Vyshhorod raion",50.81898,30.10973
2022-03-31,Transport,Destroyed,Ural-4320,"Fenevychi, Vyshhorod raion",50.84266,30.06375
2022-03-31,Infantry fighting vehicles,Destroyed,BMD-4M,"Irpin, Bucha raion",50.54095,30.26432
2022-03-31,Infantry mobility vehicles,Destroyed,ASN-233115 'Tigr-M SpN',"Sumy, Sumy raion",,
2022-03-31,Infantry fighting vehicles,Destroyed,BMD-4M,"Irpin, Bucha raion",50.54106768102572,30.263790567500752
2022-03-31,Transport,Captured,KrAZ-255B fuel tanker,"Kopyliv, Bucha raion",50.42279,29.88251
2022-03-31,Transport,Destroyed,Ural-4320,"Hostomel, Bucha raion",50.589813,30.217825
2022-03-31,Transport,Captured,Ural-4320,"Hostomel airport, Hostomel",50.58685,30.21308
2022-03-31,Transport,Destroyed,Ural-4320 water tanker,"Mriia, Bucha raion",50.441192,30.147399
2022-03-31,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.586763,30.212587
2022-03-31,Transport,Destroyed,KamAZ 6x6,"Hostomel airport, Hostomel",50.58651,30.2128
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Vovkiv, Okhtyrka raion",50.55740242095128,34.967618764516324
2022-03-31,Infantry fighting vehicles,Destroyed,BTR-82AT,"Ploske, Brovary raion",50.53817849355213,31.08388017783345
2022-03-31,Infantry fighting vehicles,Destroyed,BTR-80,"Ivanivka, Chernihiv raion",51.3673291340836,31.29450834081888
2022-03-31,Infantry fighting vehicles,Destroyed,BTR-82A(M),"Teterivske, Vyshhorod raion",50.86756,29.73231
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Brovary raion, Kyiv oblast",,
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Bucha raion, Kyiv oblast",,
2022-03-31,Infantry mobility vehicles,Destroyed,ASN-233115 'Tigr-M SpN',"Blystavytsia, Bucha raion",50.59443,30.17428
2022-03-31,Infantry mobility vehicles,Destroyed,ASN-233115 'Tigr-M SpN',"Ivankiv, Vyshhorod raion",50.94945,29.88122
2022-03-31,Transport,Destroyed,Ural-4320,"Nalyvaikivka, Bucha raion",50.48687,29.73537
2022-03-31,Transport,Destroyed,Ural-4320,"Hostomel, Bucha raion",50.58974,30.218171
2022-03-31,Transport,Captured,Ural-4320,"Hostomel airport, Hostomel",50.58666,30.212503
2022-03-31,Transport,Captured,Ural-4320,"Hostomel airport, Hostomel",50.58695,30.21273
2022-03-31,Transport,Destroyed,Ural Federal,"Blystavytsia, Bucha raion",50.593927,30.174878
2022-03-31,Transport,Destroyed,KamAZ 6x6,"Blystavytsia, Bucha raion",50.59391,30.174642
2022-03-31,Infantry fighting vehicles,Destroyed,BTR-82A(M),"Mokrets, Brovary raion",50.691299251982215,31.14915026340332
2022-03-31,Tanks,Destroyed,T-72B,"Tereshkivka, Nizhyn raion",50.70796,31.88798
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Novodarivka, Polohy raion",47.773085,36.64435
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Blahodatne (Velyka Novosilka hromada), Volnovakha raion",,
2022-03-31,Tanks,Captured,T-72B3,"Budy, Chernihiv raion",51.35058812346371,31.42030465104594
2022-03-31,Transport,Captured,KamAZ 8x8,Sumy oblast,,
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-1(P),"Berestianka, Bucha raion",50.687639,29.995306
2022-03-31,Infantry fighting vehicles,Captured,BMD-2,"Moshchun, Bucha raion",50.60949,30.30512
2022-03-31,"Command posts, communication",Captured,1V14(M) artillery command vehicle (for 1V12(M) 'Mashina-S'/'Faltset' fire control system),"Svitylnia, Brovary raion",50.568716,31.153033
2022-03-31,Rocket and missile artillery,Destroyed,122mm 2B17 BM-21-1 (for 9K51 'Grad'),"Svitylnia, Brovary raion",50.568708,31.139747
2022-03-31,Transport,Destroyed,KamAZ 6x6,"Novyi Bykiv, Nizhyn raion",50.597097,31.688086
2022-03-31,Infantry fighting vehicles,Captured,MT-LB(V),Poltava oblast,,
2022-03-31,Infantry fighting vehicles,Captured,BMP-2(K),"Trostianets, Okhtyrka raion",50.46241,34.98172
2022-03-31,Tanks,Destroyed,T-72B Obr. 1989,Chernihiv oblast,,
2022-03-31,"Radars, jammers",Captured,RB-636 'Svet-KU' electronic warfare system,Mykolaiv oblast,,
2022-03-31,Infantry fighting vehicles,Destroyed,BTR-80,"Prypiat, Vyshhorod raion",51.38651,30.07702
2022-03-31,Transport,Destroyed,KamAZ 6x6,"Stara Basan, Nizhyn raion",50.64405,31.33737
2022-03-31,Transport,Destroyed,KamAZ 6x6 fuel tanker,"Ivankiv, Vyshhorod raion",50.938448,29.91578
2022-03-31,Tanks,Destroyed,T-72B3,"Yevhenivka, Bashtanka raion",47.087116,32.911326
2022-03-31,Infantry fighting vehicles,Destroyed,BMP-2(K),"Brovary raion, Kyiv oblast",,
2022-03-31,Tanks,Captured,T-80BV,"Trostianets, Okhtyrka raion",,
2022-03-31,Tanks,Captured,T-72B3 Obr. 2016,"Pryluky raion, Chernihiv oblast",,
